anchor_id,branch_length,realized_identity_to_anchor,original_label,method,U_aleatoric,U_epistemic,pred,labels,correct
chr20:3148108-3148408|1,0.0,1.0,1,mc_dropout,0.5149973630905151,0.021612241864204407,0,1,0
chr20:3148108-3148408|1,0.019999999552965164,0.9766666889190674,1,mc_dropout,0.7771304249763489,0.03894125670194626,0,1,0
chr20:3148108-3148408|1,0.05000000074505806,0.9666666388511658,1,mc_dropout,0.5741189122200012,0.038928188383579254,0,1,0
chr20:3148108-3148408|1,0.10000000149011612,0.8799999952316284,1,mc_dropout,0.6468607783317566,0.026955613866448402,0,1,0
chr20:3148108-3148408|1,0.20000000298023224,0.8766666650772095,1,mc_dropout,0.8929882645606995,0.019043294712901115,0,1,0
chr20:3148108-3148408|1,0.4000000059604645,0.6833333373069763,1,mc_dropout,0.5934658050537109,0.051417697221040726,1,1,1
chr20:3148108-3148408|1,0.800000011920929,0.5733333230018616,1,mc_dropout,0.43667083978652954,0.07381267845630646,1,1,1
chr20:3148108-3148408|1,1.5,0.46000000834465027,1,mc_dropout,0.4484814703464508,0.11696415394544601,1,1,1
chr20:5750351-5750651|1,0.0,1.0,1,mc_dropout,0.0690179243683815,0.00021668201952707022,1,1,1
chr20:5750351-5750651|1,0.019999999552965164,0.9666666388511658,1,mc_dropout,0.07601063698530197,0.000537392043042928,1,1,1
chr20:5750351-5750651|1,0.05000000074505806,0.9566666483879089,1,mc_dropout,0.07437106221914291,0.0004253990773577243,1,1,1
chr20:5750351-5750651|1,0.10000000149011612,0.9366666674613953,1,mc_dropout,0.07450342923402786,0.0016995217883959413,1,1,1
chr20:5750351-5750651|1,0.20000000298023224,0.8500000238418579,1,mc_dropout,0.0712166503071785,9.887927444651723e-05,1,1,1
chr20:5750351-5750651|1,0.4000000059604645,0.753333330154419,1,mc_dropout,0.07396092265844345,0.00034706099540926516,1,1,1
chr20:5750351-5750651|1,0.800000011920929,0.6166666746139526,1,mc_dropout,0.0718446597456932,0.00012205393431941047,1,1,1
chr20:5750351-5750651|1,1.5,0.4699999988079071,1,mc_dropout,0.16584773361682892,0.044079143553972244,1,1,1
chr20:23637944-23638244|1,0.0,1.0,1,mc_dropout,0.07356325536966324,0.0012064583133906126,1,1,1
chr20:23637944-23638244|1,0.019999999552965164,0.9800000190734863,1,mc_dropout,0.06022018566727638,6.290265446295962e-05,1,1,1
chr20:23637944-23638244|1,0.05000000074505806,0.9466666579246521,1,mc_dropout,0.0635787695646286,8.613106183474883e-05,1,1,1
chr20:23637944-23638244|1,0.10000000149011612,0.9333333373069763,1,mc_dropout,0.0709383487701416,0.00014573379303328693,1,1,1
chr20:23637944-23638244|1,0.20000000298023224,0.8033333420753479,1,mc_dropout,0.0740106999874115,0.00020245045016054064,1,1,1
chr20:23637944-23638244|1,0.4000000059604645,0.7200000286102295,1,mc_dropout,0.0625932440161705,9.297274664277211e-05,1,1,1
chr20:23637944-23638244|1,0.800000011920929,0.6100000143051147,1,mc_dropout,0.06097927689552307,0.00013461941853165627,1,1,1
chr20:23637944-23638244|1,1.5,0.4699999988079071,1,mc_dropout,0.13527138531208038,0.015101850032806396,1,1,1
chr20:23826717-23827017|1,0.0,1.0,1,mc_dropout,0.5644359588623047,0.027721883729100227,1,1,1
chr20:23826717-23827017|1,0.019999999552965164,0.9800000190734863,1,mc_dropout,0.33092883229255676,0.01824662834405899,1,1,1
chr20:23826717-23827017|1,0.05000000074505806,0.9599999785423279,1,mc_dropout,0.41916102170944214,0.014508671127259731,1,1,1
chr20:23826717-23827017|1,0.10000000149011612,0.9166666865348816,1,mc_dropout,0.5759020447731018,0.009231168776750565,1,1,1
chr20:23826717-23827017|1,0.20000000298023224,0.8866666555404663,1,mc_dropout,0.6790564060211182,0.012842374853789806,1,1,1
chr20:23826717-23827017|1,0.4000000059604645,0.7166666388511658,1,mc_dropout,0.11835280805826187,0.001839139498770237,1,1,1
chr20:23826717-23827017|1,0.800000011920929,0.6000000238418579,1,mc_dropout,0.11404610425233841,0.007162733469158411,1,1,1
chr20:23826717-23827017|1,1.5,0.4533333480358124,1,mc_dropout,0.35161125659942627,0.02181311883032322,1,1,1
chr20:25082128-25082428|1,0.0,1.0,1,mc_dropout,0.06109243631362915,5.768943083239719e-05,1,1,1
chr20:25082128-25082428|1,0.019999999552965164,0.9900000095367432,1,mc_dropout,0.06010918691754341,4.116834679734893e-05,1,1,1
chr20:25082128-25082428|1,0.05000000074505806,0.9599999785423279,1,mc_dropout,0.06085773929953575,8.804973913356662e-05,1,1,1
chr20:25082128-25082428|1,0.10000000149011612,0.9399999976158142,1,mc_dropout,0.06399738043546677,6.848671910120174e-05,1,1,1
chr20:25082128-25082428|1,0.20000000298023224,0.8533333539962769,1,mc_dropout,0.08586466312408447,0.007111805025488138,1,1,1
chr20:25082128-25082428|1,0.4000000059604645,0.6866666674613953,1,mc_dropout,0.06253816932439804,4.7934790927683935e-05,1,1,1
chr20:25082128-25082428|1,0.800000011920929,0.6333333253860474,1,mc_dropout,0.07117392867803574,0.00024897174444049597,1,1,1
chr20:25082128-25082428|1,1.5,0.5733333230018616,1,mc_dropout,0.10691289603710175,0.0012184325605630875,1,1,1
chr20:31368553-31368853|1,0.0,1.0,1,mc_dropout,0.8933582305908203,0.047130126506090164,1,1,1
chr20:31368553-31368853|1,0.019999999552965164,0.9833333492279053,1,mc_dropout,0.9165969491004944,0.06721924990415573,1,1,1
chr20:31368553-31368853|1,0.05000000074505806,0.9599999785423279,1,mc_dropout,0.8958747386932373,0.046645909547805786,1,1,1
chr20:31368553-31368853|1,0.10000000149011612,0.9200000166893005,1,mc_dropout,0.5699142217636108,0.055503960698843,1,1,1
chr20:31368553-31368853|1,0.20000000298023224,0.8266666531562805,1,mc_dropout,0.7780591249465942,0.08807231485843658,1,1,1
chr20:31368553-31368853|1,0.4000000059604645,0.7300000190734863,1,mc_dropout,0.18768100440502167,0.019204549491405487,1,1,1
chr20:31368553-31368853|1,0.800000011920929,0.5933333039283752,1,mc_dropout,0.09713894873857498,0.0011135769309476018,1,1,1
chr20:31368553-31368853|1,1.5,0.5366666913032532,1,mc_dropout,0.46098750829696655,0.04267379641532898,1,1,1
chr20:31722489-31722789|1,0.0,1.0,1,mc_dropout,0.11068529635667801,0.011251685209572315,1,1,1
chr20:31722489-31722789|1,0.019999999552965164,0.9633333086967468,1,mc_dropout,0.08005431294441223,0.00038340306491591036,1,1,1
chr20:31722489-31722789|1,0.05000000074505806,0.9366666674613953,1,mc_dropout,0.10951068252325058,0.010621927678585052,1,1,1
chr20:31722489-31722789|1,0.10000000149011612,0.9066666960716248,1,mc_dropout,0.06914951652288437,0.00014238012954592705,1,1,1
chr20:31722489-31722789|1,0.20000000298023224,0.8399999737739563,1,mc_dropout,0.0827399417757988,0.00032672405359335244,1,1,1
chr20:31722489-31722789|1,0.4000000059604645,0.6566666960716248,1,mc_dropout,0.06245787441730499,3.890032530762255e-05,1,1,1
chr20:31722489-31722789|1,0.800000011920929,0.6066666841506958,1,mc_dropout,0.06415796279907227,0.00012039322609780356,1,1,1
chr20:31722489-31722789|1,1.5,0.46000000834465027,1,mc_dropout,0.15041518211364746,0.0012310518650338054,1,1,1
chr20:35411976-35412276|1,0.0,1.0,1,mc_dropout,0.06363102048635483,8.009016892174259e-05,1,1,1
chr20:35411976-35412276|1,0.019999999552965164,0.9700000286102295,1,mc_dropout,0.0601780079305172,7.16146532795392e-05,1,1,1
chr20:35411976-35412276|1,0.05000000074505806,0.9466666579246521,1,mc_dropout,0.05745295435190201,8.342770888702944e-05,1,1,1
chr20:35411976-35412276|1,0.10000000149011612,0.8733333349227905,1,mc_dropout,0.06402014195919037,0.00021328535513021052,1,1,1
chr20:35411976-35412276|1,0.20000000298023224,0.8433333039283752,1,mc_dropout,0.07505302876234055,0.00010304447641829029,1,1,1
chr20:35411976-35412276|1,0.4000000059604645,0.7566666603088379,1,mc_dropout,0.060459889471530914,3.389133053133264e-05,1,1,1
chr20:35411976-35412276|1,0.800000011920929,0.5899999737739563,1,mc_dropout,0.1678771674633026,0.05398337543010712,1,1,1
chr20:35411976-35412276|1,1.5,0.4566666781902313,1,mc_dropout,0.21230508387088776,0.02705504186451435,1,1,1
chr20:37521200-37521500|1,0.0,1.0,1,mc_dropout,0.059850409626960754,0.00010759127326309681,1,1,1
chr20:37521200-37521500|1,0.019999999552965164,0.9766666889190674,1,mc_dropout,0.06181105971336365,6.341323023661971e-05,1,1,1
chr20:37521200-37521500|1,0.05000000074505806,0.9399999976158142,1,mc_dropout,0.058187082409858704,4.125971099711023e-05,1,1,1
chr20:37521200-37521500|1,0.10000000149011612,0.9166666865348816,1,mc_dropout,0.08209829777479172,0.004849529359489679,1,1,1
chr20:37521200-37521500|1,0.20000000298023224,0.7599999904632568,1,mc_dropout,0.10561517626047134,0.001509223016910255,1,1,1
chr20:37521200-37521500|1,0.4000000059604645,0.7133333086967468,1,mc_dropout,0.06349579244852066,7.273253868333995e-05,1,1,1
chr20:37521200-37521500|1,0.800000011920929,0.550000011920929,1,mc_dropout,0.08273836970329285,0.007893283851444721,1,1,1
chr20:37521200-37521500|1,1.5,0.4333333373069763,1,mc_dropout,0.335933655500412,0.023853197693824768,1,1,1
chr20:37524441-37524741|1,0.0,1.0,1,mc_dropout,0.5720683932304382,0.042042363435029984,1,1,1
chr20:37524441-37524741|1,0.019999999552965164,0.9666666388511658,1,mc_dropout,0.8295688629150391,0.10574181377887726,1,1,1
chr20:37524441-37524741|1,0.05000000074505806,0.9433333277702332,1,mc_dropout,0.3576991558074951,0.14790713787078857,1,1,1
chr20:37524441-37524741|1,0.10000000149011612,0.8966666460037231,1,mc_dropout,0.8650461435317993,0.04105681553483009,1,1,1
chr20:37524441-37524741|1,0.20000000298023224,0.8333333134651184,1,mc_dropout,0.19828243553638458,0.018971813842654228,1,1,1
chr20:37524441-37524741|1,0.4000000059604645,0.7366666793823242,1,mc_dropout,0.21635422110557556,0.01646682247519493,1,1,1
chr20:37524441-37524741|1,0.800000011920929,0.5866666436195374,1,mc_dropout,0.08104203641414642,0.000724428566172719,1,1,1
chr20:37524441-37524741|1,1.5,0.54666668176651,1,mc_dropout,0.23529930412769318,0.012306863442063332,1,1,1
chr20:45124454-45124754|1,0.0,1.0,1,mc_dropout,0.4556414484977722,0.047812122851610184,1,1,1
chr20:45124454-45124754|1,0.019999999552965164,0.9700000286102295,1,mc_dropout,0.18451188504695892,0.004495454486459494,1,1,1
chr20:45124454-45124754|1,0.05000000074505806,0.95333331823349,1,mc_dropout,0.2509830594062805,0.007612124085426331,1,1,1
chr20:45124454-45124754|1,0.10000000149011612,0.9366666674613953,1,mc_dropout,0.4029097259044647,0.04561913013458252,1,1,1
chr20:45124454-45124754|1,0.20000000298023224,0.8299999833106995,1,mc_dropout,0.5457149744033813,0.012438731268048286,1,1,1
chr20:45124454-45124754|1,0.4000000059604645,0.70333331823349,1,mc_dropout,0.08778016269207001,0.002084478037431836,1,1,1
chr20:45124454-45124754|1,0.800000011920929,0.5933333039283752,1,mc_dropout,0.36424437165260315,0.035259366035461426,1,1,1
chr20:45124454-45124754|1,1.5,0.5199999809265137,1,mc_dropout,0.10483083873987198,0.000714964116923511,1,1,1
chr20:45221323-45221623|1,0.0,1.0,1,mc_dropout,0.42710456252098083,0.04927517846226692,1,1,1
chr20:45221323-45221623|1,0.019999999552965164,0.9700000286102295,1,mc_dropout,0.3536679744720459,0.05049331113696098,1,1,1
chr20:45221323-45221623|1,0.05000000074505806,0.9633333086967468,1,mc_dropout,0.5349597334861755,0.011230251751840115,1,1,1
chr20:45221323-45221623|1,0.10000000149011612,0.9233333468437195,1,mc_dropout,0.25707465410232544,0.013171914964914322,1,1,1
chr20:45221323-45221623|1,0.20000000298023224,0.8266666531562805,1,mc_dropout,0.239678755402565,0.04464596509933472,1,1,1
chr20:45221323-45221623|1,0.4000000059604645,0.7133333086967468,1,mc_dropout,0.5657585263252258,0.0758385881781578,1,1,1
chr20:45221323-45221623|1,0.800000011920929,0.6100000143051147,1,mc_dropout,0.06910694390535355,0.0003278526710346341,1,1,1
chr20:45221323-45221623|1,1.5,0.5099999904632568,1,mc_dropout,0.5387541651725769,0.06986498832702637,1,1,1
chr20:45254553-45254853|1,0.0,1.0,1,mc_dropout,0.7678121328353882,0.054178234189748764,1,1,1
chr20:45254553-45254853|1,0.019999999552965164,0.9766666889190674,1,mc_dropout,0.7585050463676453,0.10655726492404938,1,1,1
chr20:45254553-45254853|1,0.05000000074505806,0.9366666674613953,1,mc_dropout,0.7219958901405334,0.10395731776952744,1,1,1
chr20:45254553-45254853|1,0.10000000149011612,0.8999999761581421,1,mc_dropout,0.11743947863578796,0.0013036070158705115,1,1,1
chr20:45254553-45254853|1,0.20000000298023224,0.846666693687439,1,mc_dropout,0.09144606441259384,0.0011054077185690403,1,1,1
chr20:45254553-45254853|1,0.4000000059604645,0.7066666483879089,1,mc_dropout,0.5535677671432495,0.0995325967669487,1,1,1
chr20:45254553-45254853|1,0.800000011920929,0.5666666626930237,1,mc_dropout,0.10201745480298996,0.0009499139268882573,1,1,1
chr20:45254553-45254853|1,1.5,0.41999998688697815,1,mc_dropout,0.10451482236385345,0.001562741817906499,1,1,1
chr20:45722299-45722599|1,0.0,1.0,1,mc_dropout,0.8756487965583801,0.11066585034132004,0,1,0
chr20:45722299-45722599|1,0.019999999552965164,0.9733333587646484,1,mc_dropout,0.8818556666374207,0.10640979558229446,1,1,1
chr20:45722299-45722599|1,0.05000000074505806,0.9333333373069763,1,mc_dropout,0.8016079664230347,0.11515562981367111,0,1,0
chr20:45722299-45722599|1,0.10000000149011612,0.8866666555404663,1,mc_dropout,0.8735172748565674,0.12217956781387329,1,1,1
chr20:45722299-45722599|1,0.20000000298023224,0.8433333039283752,1,mc_dropout,0.6154066324234009,0.13087087869644165,1,1,1
chr20:45722299-45722599|1,0.4000000059604645,0.7333333492279053,1,mc_dropout,0.5909184217453003,0.057938676327466965,1,1,1
chr20:45722299-45722599|1,0.800000011920929,0.6133333444595337,1,mc_dropout,0.587384819984436,0.022336160764098167,1,1,1
chr20:45722299-45722599|1,1.5,0.49000000953674316,1,mc_dropout,0.5074227452278137,0.05903128162026405,1,1,1
chr20:45792444-45792744|1,0.0,1.0,1,mc_dropout,0.16060562431812286,0.0006240283255465329,1,1,1
chr20:45792444-45792744|1,0.019999999552965164,0.9800000190734863,1,mc_dropout,0.15495926141738892,0.007026609033346176,1,1,1
chr20:45792444-45792744|1,0.05000000074505806,0.9599999785423279,1,mc_dropout,0.1189035028219223,0.010031135752797127,1,1,1
chr20:45792444-45792744|1,0.10000000149011612,0.903333306312561,1,mc_dropout,0.11203382909297943,0.009115617722272873,1,1,1
chr20:45792444-45792744|1,0.20000000298023224,0.8866666555404663,1,mc_dropout,0.27799350023269653,0.03240230679512024,1,1,1
chr20:45792444-45792744|1,0.4000000059604645,0.7400000095367432,1,mc_dropout,0.09610633552074432,0.0015127916121855378,1,1,1
chr20:45792444-45792744|1,0.800000011920929,0.6700000166893005,1,mc_dropout,0.4291854202747345,0.04873605817556381,1,1,1
